image,label
"[[[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 ...

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]]",parkinson
"[[[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 ...

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]]",parkinson
"[[[0.94929972 0.94929972 0.94929972]
  [0.95008003 0.95008003 0.95008003]
  [0.9487395  0.9487395  0.9487395 ]
  ...
  [0.91458583 0.91458583 0.91458583]
  [0.91910764 0.91910764 0.91910764]
  [0.93223289 0.93223289 0.93223289]]

 [[0.95372149 0.95372149 0.95372149]
  [0.95294118 0.95294118 0.95294118]
  [0.94843938 0.94843938 0.94843938]
  ...
  [0.92386955 0.92386955 0.92386955]
  [0.92072829 0.92072829 0.92072829]
  [0.92891156 0.92891156 0.92891156]]

 [[0.95658263 0.95658263 0.95658263]
  [0.95234094 0.95234094 0.95234094]
  [0.94503802 0.94503802 0.94503802]
  ...
  [0.93155262 0.93155262 0.93155262]
  [0.9255102  0.9255102  0.9255102 ]
  [0.92923169 0.92923169 0.92923169]]

 ...

 [[0.93473389 0.93473389 0.93473389]
  [0.92941176 0.92941176 0.92941176]
  [0.9277511  0.9277511  0.9277511 ]
  ...
  [0.9264906  0.9264906  0.9264906 ]
  [0.93115246 0.93115246 0.93115246]
  [0.93531413 0.93531413 0.93531413]]

 [[0.92605042 0.92605042 0.92605042]
  [0.92204882 0.92204882 0.92204882]
  [0.92663065 0.92663065 0.92663065]
  ...
  [0.91982793 0.91982793 0.91982793]
  [0.92306923 0.92306923 0.92306923]
  [0.9285114  0.9285114  0.9285114 ]]

 [[0.92182873 0.92182873 0.92182873]
  [0.92234894 0.92234894 0.92234894]
  [0.9295118  0.9295118  0.9295118 ]
  ...
  [0.9180072  0.9180072  0.9180072 ]
  [0.91422569 0.91422569 0.91422569]
  [0.91454582 0.91454582 0.91454582]]]",parkinson
"[[[0.93333333 0.93333333 0.93333333]
  [0.93839536 0.93839536 0.93839536]
  [0.93635454 0.93635454 0.93635454]
  ...
  [0.94441777 0.94441777 0.94441777]
  [0.9545018  0.9545018  0.9545018 ]
  [0.93083233 0.93083233 0.93083233]]

 [[0.92478992 0.92478992 0.92478992]
  [0.93921569 0.93921569 0.93921569]
  [0.93827531 0.93827531 0.93827531]
  ...
  [0.94881953 0.94881953 0.94881953]
  [0.95042017 0.95042017 0.95042017]
  [0.92727091 0.92727091 0.92727091]]

 [[0.92146859 0.92146859 0.92146859]
  [0.95372149 0.95372149 0.95372149]
  [0.94697879 0.94697879 0.94697879]
  ...
  [0.94017607 0.94017607 0.94017607]
  [0.93837535 0.93837535 0.93837535]
  [0.92641056 0.92641056 0.92641056]]

 ...

 [[0.92587035 0.92587035 0.92587035]
  [0.92639056 0.92639056 0.92639056]
  [0.92392957 0.92392957 0.92392957]
  ...
  [0.9232493  0.9232493  0.9232493 ]
  [0.91742697 0.91742697 0.91742697]
  [0.91186475 0.91186475 0.91186475]]

 [[0.94101641 0.94101641 0.94101641]
  [0.95578231 0.95578231 0.95578231]
  [0.95084034 0.95084034 0.95084034]
  ...
  [0.93519408 0.93519408 0.93519408]
  [0.94143657 0.94143657 0.94143657]
  [0.94863946 0.94863946 0.94863946]]

 [[0.92981192 0.92981192 0.92981192]
  [0.9284914  0.9284914  0.9284914 ]
  [0.94647859 0.94647859 0.94647859]
  ...
  [0.95638255 0.95638255 0.95638255]
  [0.95192077 0.95192077 0.95192077]
  [0.92585034 0.92585034 0.92585034]]]",parkinson
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",parkinson
"[[[0.93083233 0.93083233 0.93083233]
  [0.9545018  0.9545018  0.9545018 ]
  [0.94441777 0.94441777 0.94441777]
  ...
  [0.93635454 0.93635454 0.93635454]
  [0.93839536 0.93839536 0.93839536]
  [0.93333333 0.93333333 0.93333333]]

 [[0.92727091 0.92727091 0.92727091]
  [0.95042017 0.95042017 0.95042017]
  [0.94881953 0.94881953 0.94881953]
  ...
  [0.93827531 0.93827531 0.93827531]
  [0.93921569 0.93921569 0.93921569]
  [0.92478992 0.92478992 0.92478992]]

 [[0.92641056 0.92641056 0.92641056]
  [0.93837535 0.93837535 0.93837535]
  [0.94017607 0.94017607 0.94017607]
  ...
  [0.94697879 0.94697879 0.94697879]
  [0.95372149 0.95372149 0.95372149]
  [0.92146859 0.92146859 0.92146859]]

 ...

 [[0.91186475 0.91186475 0.91186475]
  [0.91742697 0.91742697 0.91742697]
  [0.9232493  0.9232493  0.9232493 ]
  ...
  [0.92392957 0.92392957 0.92392957]
  [0.92639056 0.92639056 0.92639056]
  [0.92587035 0.92587035 0.92587035]]

 [[0.94863946 0.94863946 0.94863946]
  [0.94143657 0.94143657 0.94143657]
  [0.93519408 0.93519408 0.93519408]
  ...
  [0.95084034 0.95084034 0.95084034]
  [0.95578231 0.95578231 0.95578231]
  [0.94101641 0.94101641 0.94101641]]

 [[0.92585034 0.92585034 0.92585034]
  [0.95192077 0.95192077 0.95192077]
  [0.95638255 0.95638255 0.95638255]
  ...
  [0.94647859 0.94647859 0.94647859]
  [0.9284914  0.9284914  0.9284914 ]
  [0.92981192 0.92981192 0.92981192]]]",parkinson
"[[[0.93083233 0.93083233 0.93083233]
  [0.9545018  0.9545018  0.9545018 ]
  [0.94441777 0.94441777 0.94441777]
  ...
  [0.93635454 0.93635454 0.93635454]
  [0.93839536 0.93839536 0.93839536]
  [0.93333333 0.93333333 0.93333333]]

 [[0.92727091 0.92727091 0.92727091]
  [0.95042017 0.95042017 0.95042017]
  [0.94881953 0.94881953 0.94881953]
  ...
  [0.93827531 0.93827531 0.93827531]
  [0.93921569 0.93921569 0.93921569]
  [0.92478992 0.92478992 0.92478992]]

 [[0.92641056 0.92641056 0.92641056]
  [0.93837535 0.93837535 0.93837535]
  [0.94017607 0.94017607 0.94017607]
  ...
  [0.94697879 0.94697879 0.94697879]
  [0.95372149 0.95372149 0.95372149]
  [0.92146859 0.92146859 0.92146859]]

 ...

 [[0.91186475 0.91186475 0.91186475]
  [0.91742697 0.91742697 0.91742697]
  [0.9232493  0.9232493  0.9232493 ]
  ...
  [0.92392957 0.92392957 0.92392957]
  [0.92639056 0.92639056 0.92639056]
  [0.92587035 0.92587035 0.92587035]]

 [[0.94863946 0.94863946 0.94863946]
  [0.94143657 0.94143657 0.94143657]
  [0.93519408 0.93519408 0.93519408]
  ...
  [0.95084034 0.95084034 0.95084034]
  [0.95578231 0.95578231 0.95578231]
  [0.94101641 0.94101641 0.94101641]]

 [[0.92585034 0.92585034 0.92585034]
  [0.95192077 0.95192077 0.95192077]
  [0.95638255 0.95638255 0.95638255]
  ...
  [0.94647859 0.94647859 0.94647859]
  [0.9284914  0.9284914  0.9284914 ]
  [0.92981192 0.92981192 0.92981192]]]",parkinson
"[[[0.90686275 0.90686275 0.90686275]
  [0.9522409  0.9522409  0.9522409 ]
  [0.93557423 0.93557423 0.93557423]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.45794318 0.45794318 0.45794318]
  [0.94359744 0.94359744 0.94359744]
  [0.94851941 0.94851941 0.94851941]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.12987195 0.12987195 0.12987195]
  [0.83969588 0.83969588 0.83969588]
  [0.93837535 0.93837535 0.93837535]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.93467387 0.93467387 0.93467387]
  [0.927511   0.927511   0.927511  ]
  [0.92128852 0.92128852 0.92128852]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.937495   0.937495   0.937495  ]
  [0.93435374 0.93435374 0.93435374]
  [0.92865146 0.92865146 0.92865146]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.94557823 0.94557823 0.94557823]
  [0.94223689 0.94223689 0.94223689]
  [0.93047219 0.93047219 0.93047219]]]",parkinson
"[[[1.87274910e-02 1.87274910e-02 1.87274910e-02]
  [6.00240096e-05 6.00240096e-05 6.00240096e-05]
  [1.73869548e-02 1.73869548e-02 1.73869548e-02]
  ...
  [6.25050020e-02 6.25050020e-02 6.25050020e-02]
  [9.65986395e-02 9.65986395e-02 9.65986395e-02]
  [9.36174470e-02 9.36174470e-02 9.36174470e-02]]

 [[2.77711084e-02 2.77711084e-02 2.77711084e-02]
  [2.16686675e-02 2.16686675e-02 2.16686675e-02]
  [1.93877551e-02 1.93877551e-02 1.93877551e-02]
  ...
  [3.69947979e-02 3.69947979e-02 3.69947979e-02]
  [6.11844738e-02 6.11844738e-02 6.11844738e-02]
  [4.78991597e-02 4.78991597e-02 4.78991597e-02]]

 [[3.87354942e-02 3.87354942e-02 3.87354942e-02]
  [8.37334934e-02 8.37334934e-02 8.37334934e-02]
  [7.73309324e-02 7.73309324e-02 7.73309324e-02]
  ...
  [3.50140056e-02 3.50140056e-02 3.50140056e-02]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00]
  [9.10364146e-02 9.10364146e-02 9.10364146e-02]]

 ...

 [[9.70388155e-02 9.70388155e-02 9.70388155e-02]
  [7.73109244e-02 7.73109244e-02 7.73109244e-02]
  [6.16646659e-02 6.16646659e-02 6.16646659e-02]
  ...
  [6.88675470e-02 6.88675470e-02 6.88675470e-02]
  [3.17527011e-02 3.17527011e-02 3.17527011e-02]
  [9.28971589e-02 9.28971589e-02 9.28971589e-02]]

 [[2.12284914e-02 2.12284914e-02 2.12284914e-02]
  [2.15086034e-02 2.15086034e-02 2.15086034e-02]
  [4.03561425e-02 4.03561425e-02 4.03561425e-02]
  ...
  [3.87955182e-02 3.87955182e-02 3.87955182e-02]
  [2.58103241e-03 2.58103241e-03 2.58103241e-03]
  [1.96278511e-02 1.96278511e-02 1.96278511e-02]]

 [[8.48139256e-02 8.48139256e-02 8.48139256e-02]
  [3.20128051e-03 3.20128051e-03 3.20128051e-03]
  [3.53741497e-02 3.53741497e-02 3.53741497e-02]
  ...
  [3.50140056e-02 3.50140056e-02 3.50140056e-02]
  [7.15286114e-02 7.15286114e-02 7.15286114e-02]
  [9.10364146e-02 9.10364146e-02 9.10364146e-02]]]",parkinson
"[[[0.04257703 0.04257703 0.04257703]
  [0.53569428 0.53569428 0.53569428]
  [0.347499   0.347499   0.347499  ]
  ...
  [0.11394558 0.11394558 0.11394558]
  [0.25712285 0.25712285 0.25712285]
  [0.02252901 0.02252901 0.02252901]]

 [[0.04155662 0.04155662 0.04155662]
  [0.48539416 0.48539416 0.48539416]
  [0.17444978 0.17444978 0.17444978]
  ...
  [0.36848739 0.36848739 0.36848739]
  [0.41928772 0.41928772 0.41928772]
  [0.03335334 0.03335334 0.03335334]]

 [[0.03561425 0.03561425 0.03561425]
  [0.4357543  0.4357543  0.4357543 ]
  [0.1510004  0.1510004  0.1510004 ]
  ...
  [0.51268507 0.51268507 0.51268507]
  [0.44263705 0.44263705 0.44263705]
  [0.03281313 0.03281313 0.03281313]]

 ...

 [[0.02873149 0.02873149 0.02873149]
  [0.39737895 0.39737895 0.39737895]
  [0.3772509  0.3772509  0.3772509 ]
  ...
  [0.34669868 0.34669868 0.34669868]
  [0.16928772 0.16928772 0.16928772]
  [0.00910364 0.00910364 0.00910364]]

 [[0.01392557 0.01392557 0.01392557]
  [0.27737095 0.27737095 0.27737095]
  [0.52452981 0.52452981 0.52452981]
  ...
  [0.58637455 0.58637455 0.58637455]
  [0.38079232 0.38079232 0.38079232]
  [0.02466987 0.02466987 0.02466987]]

 [[0.0127451  0.0127451  0.0127451 ]
  [0.27206883 0.27206883 0.27206883]
  [0.56678671 0.56678671 0.56678671]
  ...
  [0.76170468 0.76170468 0.76170468]
  [0.59431773 0.59431773 0.59431773]
  [0.04169668 0.04169668 0.04169668]]]",parkinson
"[[[0.03895558 0.03895558 0.03895558]
  [0.02787115 0.02787115 0.02787115]
  [0.08739496 0.08739496 0.08739496]
  ...
  [0.0580032  0.0580032  0.0580032 ]
  [0.03845538 0.03845538 0.03845538]
  [0.00352141 0.00352141 0.00352141]]

 [[0.05154062 0.05154062 0.05154062]
  [0.02871148 0.02871148 0.02871148]
  [0.01576631 0.01576631 0.01576631]
  ...
  [0.03359344 0.03359344 0.03359344]
  [0.03093237 0.03093237 0.03093237]
  [0.03009204 0.03009204 0.03009204]]

 [[0.02466987 0.02466987 0.02466987]
  [0.01066427 0.01066427 0.01066427]
  [0.01866747 0.01866747 0.01866747]
  ...
  [0.04979992 0.04979992 0.04979992]
  [0.05434174 0.05434174 0.05434174]
  [0.07633053 0.07633053 0.07633053]]

 ...

 [[0.0215086  0.0215086  0.0215086 ]
  [0.03847539 0.03847539 0.03847539]
  [0.06604642 0.06604642 0.06604642]
  ...
  [0.02773109 0.02773109 0.02773109]
  [0.05410164 0.05410164 0.05410164]
  [0.07503001 0.07503001 0.07503001]]

 [[0.07068828 0.07068828 0.07068828]
  [0.01256503 0.01256503 0.01256503]
  [0.03981593 0.03981593 0.03981593]
  ...
  [0.06708683 0.06708683 0.06708683]
  [0.05938375 0.05938375 0.05938375]
  [0.02991196 0.02991196 0.02991196]]

 [[0.11576631 0.11576631 0.11576631]
  [0.02821128 0.02821128 0.02821128]
  [0.04695878 0.04695878 0.04695878]
  ...
  [0.04343737 0.04343737 0.04343737]
  [0.10682273 0.10682273 0.10682273]
  [0.01664666 0.01664666 0.01664666]]]",parkinson
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",parkinson
"[[[0.94427771 0.94427771 0.94427771]
  [0.93479392 0.93479392 0.93479392]
  [0.92577031 0.92577031 0.92577031]
  ...
  [0.91354542 0.91354542 0.91354542]
  [0.92689076 0.92689076 0.92689076]
  [0.93643457 0.93643457 0.93643457]]

 [[0.94005602 0.94005602 0.94005602]
  [0.93509404 0.93509404 0.93509404]
  [0.93055222 0.93055222 0.93055222]
  ...
  [0.91598639 0.91598639 0.91598639]
  [0.92707083 0.92707083 0.92707083]
  [0.93305322 0.93305322 0.93305322]]

 [[0.93427371 0.93427371 0.93427371]
  [0.93253301 0.93253301 0.93253301]
  [0.93613445 0.93613445 0.93613445]
  ...
  [0.92436975 0.92436975 0.92436975]
  [0.92973189 0.92973189 0.92973189]
  [0.93315326 0.93315326 0.93315326]]

 ...

 [[0.93305322 0.93305322 0.93305322]
  [0.92827131 0.92827131 0.92827131]
  [0.92318928 0.92318928 0.92318928]
  ...
  [0.9254902  0.9254902  0.9254902 ]
  [0.92857143 0.92857143 0.92857143]
  [0.92941176 0.92941176 0.92941176]]

 [[0.93613445 0.93613445 0.93613445]
  [0.93165266 0.93165266 0.93165266]
  [0.92827131 0.92827131 0.92827131]
  ...
  [0.92747099 0.92747099 0.92747099]
  [0.92923169 0.92923169 0.92923169]
  [0.93227291 0.93227291 0.93227291]]

 [[0.94061625 0.94061625 0.94061625]
  [0.93691477 0.93691477 0.93691477]
  [0.93539416 0.93539416 0.93539416]
  ...
  [0.92931172 0.92931172 0.92931172]
  [0.93227291 0.93227291 0.93227291]
  [0.93669468 0.93669468 0.93669468]]]",parkinson
"[[[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 ...

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]]",parkinson
"[[[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 ...

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]]",parkinson
"[[[0.91370548 0.91370548 0.91370548]
  [0.91864746 0.91864746 0.91864746]
  [0.92877151 0.92877151 0.92877151]
  ...
  [0.93285314 0.93285314 0.93285314]
  [0.93305322 0.93305322 0.93305322]
  [0.93305322 0.93305322 0.93305322]]

 [[0.90968387 0.90968387 0.90968387]
  [0.90758303 0.90758303 0.90758303]
  [0.91290516 0.91290516 0.91290516]
  ...
  [0.92432973 0.92432973 0.92432973]
  [0.92773109 0.92773109 0.92773109]
  [0.9285114  0.9285114  0.9285114 ]]

 [[0.91214486 0.91214486 0.91214486]
  [0.9042417  0.9042417  0.9042417 ]
  [0.90360144 0.90360144 0.90360144]
  ...
  [0.91556623 0.91556623 0.91556623]
  [0.92016807 0.92016807 0.92016807]
  [0.92380952 0.92380952 0.92380952]]

 ...

 [[0.92480992 0.92480992 0.92480992]
  [0.92761104 0.92761104 0.92761104]
  [0.93215286 0.93215286 0.93215286]
  ...
  [0.91646659 0.91646659 0.91646659]
  [0.90548219 0.90548219 0.90548219]
  [0.89651861 0.89651861 0.89651861]]

 [[0.91160464 0.91160464 0.91160464]
  [0.91436575 0.91436575 0.91436575]
  [0.92346939 0.92346939 0.92346939]
  ...
  [0.92126851 0.92126851 0.92126851]
  [0.91276511 0.91276511 0.91276511]
  [0.90516206 0.90516206 0.90516206]]

 [[0.90252101 0.90252101 0.90252101]
  [0.90258103 0.90258103 0.90258103]
  [0.9110044  0.9110044  0.9110044 ]
  ...
  [0.92390956 0.92390956 0.92390956]
  [0.92476991 0.92476991 0.92476991]
  [0.92438976 0.92438976 0.92438976]]]",parkinson
"[[[0.93513405 0.93513405 0.93513405]
  [0.94015606 0.94015606 0.94015606]
  [0.92038816 0.92038816 0.92038816]
  ...
  [0.9222489  0.9222489  0.9222489 ]
  [0.9522409  0.9522409  0.9522409 ]
  [0.95366146 0.95366146 0.95366146]]

 [[0.94879952 0.94879952 0.94879952]
  [0.92557023 0.92557023 0.92557023]
  [0.90684274 0.90684274 0.90684274]
  ...
  [0.90032013 0.90032013 0.90032013]
  [0.93265306 0.93265306 0.93265306]
  [0.95190076 0.95190076 0.95190076]]

 [[0.93337335 0.93337335 0.93337335]
  [0.92422969 0.92422969 0.92422969]
  [0.92414966 0.92414966 0.92414966]
  ...
  [0.95546218 0.95546218 0.95546218]
  [0.93761505 0.93761505 0.93761505]
  [0.9305122  0.9305122  0.9305122 ]]

 ...

 [[0.92290916 0.92290916 0.92290916]
  [0.92565026 0.92565026 0.92565026]
  [0.92480992 0.92480992 0.92480992]
  ...
  [0.91568627 0.91568627 0.91568627]
  [0.91554622 0.91554622 0.91554622]
  [0.94529812 0.94529812 0.94529812]]

 [[0.94281713 0.94281713 0.94281713]
  [0.92677071 0.92677071 0.92677071]
  [0.92294918 0.92294918 0.92294918]
  ...
  [0.93133253 0.93133253 0.93133253]
  [0.9197479  0.9197479  0.9197479 ]
  [0.95530212 0.95530212 0.95530212]]

 [[0.9447579  0.9447579  0.9447579 ]
  [0.93501401 0.93501401 0.93501401]
  [0.92885154 0.92885154 0.92885154]
  ...
  [0.94593838 0.94593838 0.94593838]
  [0.94629852 0.94629852 0.94629852]
  [0.95640256 0.95640256 0.95640256]]]",parkinson
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",parkinson
"[[[0.95366146 0.95366146 0.95366146]
  [0.9522409  0.9522409  0.9522409 ]
  [0.9222489  0.9222489  0.9222489 ]
  ...
  [0.92038816 0.92038816 0.92038816]
  [0.94015606 0.94015606 0.94015606]
  [0.93513405 0.93513405 0.93513405]]

 [[0.95190076 0.95190076 0.95190076]
  [0.93265306 0.93265306 0.93265306]
  [0.90032013 0.90032013 0.90032013]
  ...
  [0.90684274 0.90684274 0.90684274]
  [0.92557023 0.92557023 0.92557023]
  [0.94879952 0.94879952 0.94879952]]

 [[0.9305122  0.9305122  0.9305122 ]
  [0.93761505 0.93761505 0.93761505]
  [0.95546218 0.95546218 0.95546218]
  ...
  [0.92414966 0.92414966 0.92414966]
  [0.92422969 0.92422969 0.92422969]
  [0.93337335 0.93337335 0.93337335]]

 ...

 [[0.94529812 0.94529812 0.94529812]
  [0.91554622 0.91554622 0.91554622]
  [0.91568627 0.91568627 0.91568627]
  ...
  [0.92480992 0.92480992 0.92480992]
  [0.92565026 0.92565026 0.92565026]
  [0.92290916 0.92290916 0.92290916]]

 [[0.95530212 0.95530212 0.95530212]
  [0.9197479  0.9197479  0.9197479 ]
  [0.93133253 0.93133253 0.93133253]
  ...
  [0.92294918 0.92294918 0.92294918]
  [0.92677071 0.92677071 0.92677071]
  [0.94281713 0.94281713 0.94281713]]

 [[0.95640256 0.95640256 0.95640256]
  [0.94629852 0.94629852 0.94629852]
  [0.94593838 0.94593838 0.94593838]
  ...
  [0.92885154 0.92885154 0.92885154]
  [0.93501401 0.93501401 0.93501401]
  [0.9447579  0.9447579  0.9447579 ]]]",parkinson
